0.00000 0.28661 0.66034 0.55383 0.59238 0.46252 0.36329 0.67762 0.61036 0.69315
0.28661 0.00000 0.48003 0.48485 0.57502 0.39521 0.39708 0.67287 0.51160 0.69315
0.66034 0.48003 0.00000 0.55533 0.69271 0.41982 0.45178 0.65814 0.42154 0.69315
0.55383 0.48485 0.55533 0.00000 0.68887 0.32427 0.43171 0.51770 0.59123 0.69315
0.59238 0.57502 0.69271 0.68887 0.00000 0.63927 0.60772 0.69140 0.67983 0.69315
0.46252 0.39521 0.41982 0.32427 0.63927 0.00000 0.26456 0.54607 0.48864 0.68947
0.36329 0.39708 0.45178 0.43171 0.60772 0.26456 0.00000 0.63153 0.55765 0.69315
0.67762 0.67287 0.65814 0.51770 0.69140 0.54607 0.63153 0.00000 0.66743 0.69143
0.61036 0.51160 0.42154 0.59123 0.67983 0.48864 0.55765 0.66743 0.00000 0.69315
0.69315 0.69315 0.69315 0.69315 0.69315 0.68947 0.69315 0.69143 0.69315 0.00000
