0.00000 0.47923 0.64793 0.55379 0.54497 0.37275 0.25326 0.66301 0.63570 0.68996
0.47923 0.00000 0.28523 0.56432 0.60874 0.41716 0.49353 0.60155 0.64126 0.69012
0.64793 0.28523 0.00000 0.42465 0.67487 0.34896 0.55235 0.43447 0.52812 0.68593
0.55379 0.56432 0.42465 0.00000 0.63911 0.19069 0.47859 0.45377 0.61919 0.68537
0.54497 0.60874 0.67487 0.63911 0.00000 0.59623 0.57747 0.68128 0.66443 0.69219
0.37275 0.41716 0.34896 0.19069 0.59623 0.00000 0.33178 0.46478 0.48285 0.68110
0.25326 0.49353 0.55235 0.47859 0.57747 0.33178 0.00000 0.56472 0.63288 0.68528
0.66301 0.60155 0.43447 0.45377 0.68128 0.46478 0.56472 0.00000 0.55341 0.68693
0.63570 0.64126 0.52812 0.61919 0.66443 0.48285 0.63288 0.55341 0.00000 0.69107
0.68996 0.69012 0.68593 0.68537 0.69219 0.68110 0.68528 0.68693 0.69107 0.00000
