-2.634869428672270697e+00 -8.605226711486301028e+00
-4.932732964474120685e+00 -1.179638034410878866e+01
-4.747846433177544512e+00 -1.198419017303917222e+01
-3.965744937484202648e+00 -1.504448634316380051e+01
-5.306249370568147050e+00 -1.150733173603518722e+01
-5.145823383942054186e+00 -1.005229405457344605e+01
-5.484471453998639667e+00 -1.116164131087409928e+01
-5.058300849102544738e+00 -1.084565312294423478e+01
-5.357652542740686918e+00 -1.095428886500160814e+01
-6.049396451308243883e+00 -9.489467097314985722e+00
-5.462181050654462133e+00 -6.706091328679777419e+00
-5.203735880153089965e+00 -8.974523226604780746e+00
-6.251283432397756634e+00 -8.741254613278849561e+00
-4.487660644778079799e+00 -8.916008900116329627e+00
-4.483886189567531488e+00 -9.178022931325573452e+00
-5.214767230567472822e+00 -7.248337244623168196e+00
-5.287418144247856056e+00 -8.683072837675627653e+00
-4.247382311301960200e+00 -8.317393752067223645e+00
-4.989930358602243210e+00 -8.872745717883185890e+00
-5.054309468021702223e+00 -9.149509246315703948e+00
-4.459324740189004821e+00 -9.685515955943563071e+00
-2.974891338669331198e+00 -8.974459455606110581e+00
-3.088538047953334420e+00 -9.543956222959717905e+00
-3.733743356648838496e+00 -8.593111847201008402e+00
-4.102826063398642198e+00 -8.896216889901529257e+00
-3.968871678657502233e+00 -8.721155497343131557e+00
-4.008220422544246375e+00 -9.009404948017273540e+00
-3.429109240989675733e+00 -9.189553913173064359e+00
-3.784477882412829786e+00 -9.424853940926546159e+00
-4.388553353988301708e+00 -8.923662322488207010e+00
-4.139820503103578631e+00 -9.947258068707803602e+00
-4.021044032290570946e+00 -8.665455337523981783e+00
-3.951808419178929555e+00 -9.003396249057486145e+00
-3.050755607890769827e+00 -9.301898417819383980e+00
-4.141630682618945514e+00 -9.834533299690997765e+00
-3.678210071036032591e+00 -9.233718210963161255e+00
-4.966221668593315819e+00 -1.046208944558118148e+01
-5.123212001526399995e+00 -1.095644130408447836e+01
-5.306633253160350172e+00 -1.127075730025468836e+01
-4.648325824332677492e+00 -1.282586165912933929e+01
-5.246663560445408159e+00 -1.079592755294888740e+01
-4.850879446419067875e+00 -1.229958371967103403e+01
-4.962319525035169043e+00 -1.188085033220771614e+01
-6.259296509062553859e+00 -1.031609174645621962e+01
-5.024705004634911099e+00 -1.075262262579596495e+01
-4.926598269167072885e+00 -1.097860326062279945e+01
-5.423575021468143298e+00 -8.795836305812304801e+00
-5.003051892533910916e+00 -1.070940555355852020e+01
-5.104332762191607031e+00 -1.093572952723319247e+01
-5.236031249090897788e+00 -1.061016527040908208e+01
-5.174800936820732389e+00 -1.101419247250842837e+01
-4.701045338733415235e+00 -1.000049973865588271e+01
-5.156683764938330583e+00 -1.081973360978903109e+01
-5.036669859528972282e+00 -1.053209505444720229e+01
-4.771598268207357663e+00 -1.069787823798726301e+01
-5.288216684975314941e+00 -1.068453992371678218e+01
-5.115894347978764856e+00 -1.041616493003873600e+01
-5.537722692191072049e+00 -1.085472908166833328e+01
-4.906722448181457530e+00 -1.099088149617706733e+01
-4.986487238183419990e+00 -1.106146368208298369e+01
